transaction_id,customer_id,transaction_timestamp,amount,merchant_category,is_fraud,year,month
501022,18957,2023-05-26T00:00:00.000+02:00,532.1690733,groceries,0,2023,5
501040,40768,2023-05-26T00:00:00.000+02:00,256.9333291,groceries,0,2023,5
501043,59621,2023-05-28T00:00:00.000+02:00,645.428597,travel,0,2023,5
501049,40135,2023-05-09T00:00:00.000+02:00,184.8122762,groceries,0,2023,5
501055,15037,2023-05-31T00:00:00.000+02:00,253.4348982,travel,0,2023,5
501069,16544,2023-05-22T00:00:00.000+02:00,566.7007849,electronics,0,2023,5
501074,40235,2023-05-13T00:00:00.000+02:00,834.8755341,electronics,0,2023,5
501079,32382,2023-05-28T00:00:00.000+02:00,883.4496434,fashion,0,2023,5
501104,3747,2023-05-05T00:00:00.000+02:00,545.7928665,fashion,0,2023,5
501118,26570,2023-05-16T00:00:00.000+02:00,989.2462295,fashion,0,2023,5
501119,36591,2023-05-22T00:00:00.000+02:00,559.9556434,fashion,0,2023,5
501129,3504,2023-05-20T00:00:00.000+02:00,556.4756341,gaming,0,2023,5
501132,55216,2023-05-11T00:00:00.000+02:00,883.6990442,travel,0,2023,5
501135,20315,2023-05-12T00:00:00.000+02:00,919.8759431,fashion,1,2023,5
501161,26065,2023-05-26T00:00:00.000+02:00,706.5378885,electronics,0,2023,5
501166,21397,2023-05-17T00:00:00.000+02:00,50.02892106,gaming,0,2023,5
501185,19393,2023-05-08T00:00:00.000+02:00,365.468534,fashion,0,2023,5
501193,15455,2023-05-11T00:00:00.000+02:00,37.56692289,electronics,0,2023,5
501199,48270,2023-05-09T00:00:00.000+02:00,223.3108579,fashion,0,2023,5
501201,23881,2023-05-17T00:00:00.000+02:00,469.9263618,travel,0,2023,5
501261,16510,2023-05-04T00:00:00.000+02:00,637.2141189,gaming,0,2023,5
501263,8085,2023-05-15T00:00:00.000+02:00,923.8709808,gaming,0,2023,5
501277,55583,2023-05-15T00:00:00.000+02:00,729.1606434,electronics,0,2023,5
501283,31311,2023-05-05T00:00:00.000+02:00,369.5887327,fashion,0,2023,5
501306,30663,2023-05-08T00:00:00.000+02:00,81.81375322,fashion,0,2023,5
501326,48255,2023-05-11T00:00:00.000+02:00,768.4012589,travel,0,2023,5
501350,19492,2023-05-25T00:00:00.000+02:00,650.6574278,groceries,0,2023,5
501353,9968,2023-05-10T00:00:00.000+02:00,455.684015,fashion,0,2023,5
501360,37065,2023-05-19T00:00:00.000+02:00,238.9002403,gaming,0,2023,5
501375,58858,2023-05-18T00:00:00.000+02:00,549.8218682,electronics,0,2023,5
501391,53184,2023-05-02T00:00:00.000+02:00,26.94085561,groceries,1,2023,5
501407,38241,2023-05-19T00:00:00.000+02:00,104.710378,fashion,0,2023,5
501413,13660,2023-05-04T00:00:00.000+02:00,244.8465903,electronics,1,2023,5
501425,13736,2023-05-26T00:00:00.000+02:00,430.5573543,travel,0,2023,5
501437,36347,2023-05-14T00:00:00.000+02:00,218.4902905,travel,0,2023,5
501447,33897,2023-05-07T00:00:00.000+02:00,961.0647072,travel,0,2023,5
501462,30684,2023-05-15T00:00:00.000+02:00,659.4013195,fashion,0,2023,5
501463,3073,2023-05-28T00:00:00.000+02:00,460.4460278,electronics,0,2023,5
501478,19228,2023-05-27T00:00:00.000+02:00,894.1120143,fashion,0,2023,5
501505,17008,2023-05-23T00:00:00.000+02:00,483.9372395,travel,0,2023,5
501523,8491,2023-05-27T00:00:00.000+02:00,609.7113051,fashion,0,2023,5
501529,40158,2023-05-03T00:00:00.000+02:00,718.0975031,electronics,0,2023,5
501536,46792,2023-05-28T00:00:00.000+02:00,322.2805773,groceries,0,2023,5
501556,14325,2023-05-22T00:00:00.000+02:00,344.4464775,fashion,0,2023,5
501570,30210,2023-05-24T00:00:00.000+02:00,238.4681943,fashion,0,2023,5
501599,42280,2023-05-14T00:00:00.000+02:00,596.2857592,electronics,0,2023,5
501604,792,2023-05-30T00:00:00.000+02:00,63.54897297,gaming,0,2023,5
501605,26659,2023-05-23T00:00:00.000+02:00,264.2870648,travel,0,2023,5
501607,27914,2023-05-27T00:00:00.000+02:00,895.7957286,gaming,0,2023,5
501611,52083,2023-05-07T00:00:00.000+02:00,395.8658304,travel,0,2023,5
501624,21569,2023-05-29T00:00:00.000+02:00,299.881161,travel,0,2023,5
501628,50559,2023-05-31T00:00:00.000+02:00,663.8920234,fashion,0,2023,5
501629,7784,2023-05-22T00:00:00.000+02:00,196.6931977,travel,0,2023,5
501630,58072,2023-05-16T00:00:00.000+02:00,211.8079771,electronics,0,2023,5
501634,11702,2023-05-07T00:00:00.000+02:00,391.243143,fashion,0,2023,5
501643,34506,2023-05-23T00:00:00.000+02:00,486.1790677,groceries,0,2023,5
501648,49985,2023-05-07T00:00:00.000+02:00,96.36189023,electronics,0,2023,5
501650,15855,2023-05-18T00:00:00.000+02:00,938.4866109,travel,0,2023,5
501668,21543,2023-05-02T00:00:00.000+02:00,503.508529,electronics,0,2023,5
501672,4522,2023-05-18T00:00:00.000+02:00,913.8278162,fashion,0,2023,5
501679,13795,2023-05-21T00:00:00.000+02:00,484.629439,electronics,0,2023,5
501683,44099,2023-05-19T00:00:00.000+02:00,238.1594626,gaming,0,2023,5
501692,19533,2023-05-13T00:00:00.000+02:00,793.4090208,fashion,0,2023,5
501741,30553,2023-05-19T00:00:00.000+02:00,442.2217269,travel,0,2023,5
501746,10134,2023-05-13T00:00:00.000+02:00,967.3407189,groceries,0,2023,5
501803,30914,2023-05-18T00:00:00.000+02:00,193.8048327,groceries,0,2023,5
501813,27848,2023-05-10T00:00:00.000+02:00,714.3530838,fashion,0,2023,5
501817,38588,2023-05-12T00:00:00.000+02:00,43.43332139,gaming,0,2023,5
501818,18827,2023-05-30T00:00:00.000+02:00,845.0830673,travel,0,2023,5
501827,54820,2023-05-23T00:00:00.000+02:00,877.9832883,fashion,0,2023,5
501829,22439,2023-05-28T00:00:00.000+02:00,410.2312386,fashion,0,2023,5
501842,42123,2023-05-23T00:00:00.000+02:00,654.6150179,groceries,0,2023,5
501861,53751,2023-05-25T00:00:00.000+02:00,32.13234485,electronics,0,2023,5
501866,37594,2023-05-06T00:00:00.000+02:00,570.6893594,gaming,0,2023,5
501874,25791,2023-05-01T00:00:00.000+02:00,662.5068014,fashion,0,2023,5
501886,43009,2023-05-06T00:00:00.000+02:00,887.4390402,fashion,0,2023,5
501898,15856,2023-05-06T00:00:00.000+02:00,301.5445881,fashion,0,2023,5
501902,29011,2023-05-06T00:00:00.000+02:00,4.597488608,travel,0,2023,5
501925,46766,2023-05-22T00:00:00.000+02:00,726.6138282,travel,0,2023,5
501936,20240,2023-05-21T00:00:00.000+02:00,333.9549674,groceries,0,2023,5
501937,28240,2023-05-26T00:00:00.000+02:00,196.9258071,electronics,0,2023,5
501952,35102,2023-05-31T00:00:00.000+02:00,344.3477065,electronics,0,2023,5
501953,50505,2023-05-17T00:00:00.000+02:00,824.0431077,electronics,0,2023,5
501994,32676,2023-05-07T00:00:00.000+02:00,905.9776704,fashion,0,2023,5
502006,22171,2023-05-25T00:00:00.000+02:00,247.6421177,fashion,0,2023,5
502007,9013,2023-05-13T00:00:00.000+02:00,978.4680393,groceries,0,2023,5
502008,48362,2023-05-03T00:00:00.000+02:00,261.7196163,electronics,0,2023,5
502010,49602,2023-05-21T00:00:00.000+02:00,590.1539652,groceries,0,2023,5
502014,35855,2023-05-27T00:00:00.000+02:00,204.957822,electronics,0,2023,5
502025,13645,2023-05-21T00:00:00.000+02:00,300.4491604,groceries,0,2023,5
502026,45271,2023-05-25T00:00:00.000+02:00,223.4351955,groceries,0,2023,5
502065,57401,2023-05-23T00:00:00.000+02:00,802.6326673,gaming,0,2023,5
502079,30376,2023-05-14T00:00:00.000+02:00,512.3028515,electronics,0,2023,5
502087,48319,2023-05-19T00:00:00.000+02:00,799.0637588,electronics,0,2023,5
502099,54998,2023-05-30T00:00:00.000+02:00,80.34306737,gaming,0,2023,5
502101,10807,2023-05-20T00:00:00.000+02:00,815.7318097,groceries,0,2023,5
502118,42008,2023-05-31T00:00:00.000+02:00,328.1997171,groceries,0,2023,5
502119,59581,2023-05-22T00:00:00.000+02:00,704.4525611,electronics,0,2023,5
502131,34096,2023-05-13T00:00:00.000+02:00,351.0548209,gaming,0,2023,5
502149,11305,2023-05-13T00:00:00.000+02:00,682.6990136,electronics,0,2023,5
502165,15980,2023-05-28T00:00:00.000+02:00,512.4055604,electronics,0,2023,5
502176,13008,2023-05-06T00:00:00.000+02:00,399.1233982,fashion,0,2023,5
502188,17183,2023-05-10T00:00:00.000+02:00,57.08415593,groceries,0,2023,5
502189,21341,2023-05-28T00:00:00.000+02:00,64.0784906,groceries,0,2023,5
502194,34327,2023-05-20T00:00:00.000+02:00,699.8830593,fashion,0,2023,5
502202,42717,2023-05-01T00:00:00.000+02:00,57.83091946,travel,0,2023,5
502212,13634,2023-05-06T00:00:00.000+02:00,122.9995967,groceries,0,2023,5
502214,23648,2023-05-13T00:00:00.000+02:00,347.7543747,fashion,0,2023,5
502225,14641,2023-05-13T00:00:00.000+02:00,805.7038136,fashion,0,2023,5
502252,39794,2023-05-27T00:00:00.000+02:00,921.6697612,gaming,0,2023,5
502253,20101,2023-05-26T00:00:00.000+02:00,916.2594868,fashion,0,2023,5
502276,48330,2023-05-30T00:00:00.000+02:00,554.4465394,gaming,0,2023,5
502278,34835,2023-05-24T00:00:00.000+02:00,348.3268709,travel,0,2023,5
502324,9645,2023-05-13T00:00:00.000+02:00,38.74364019,groceries,0,2023,5
502361,29185,2023-05-16T00:00:00.000+02:00,939.9392261,fashion,0,2023,5
502364,37962,2023-05-28T00:00:00.000+02:00,106.0076192,groceries,0,2023,5
502381,45042,2023-05-27T00:00:00.000+02:00,221.0466722,groceries,0,2023,5
502382,6007,2023-05-20T00:00:00.000+02:00,266.8118254,fashion,0,2023,5
502384,35061,2023-05-16T00:00:00.000+02:00,496.3500625,groceries,0,2023,5
502401,59390,2023-05-02T00:00:00.000+02:00,839.9668507,gaming,0,2023,5
502422,4571,2023-05-27T00:00:00.000+02:00,209.3444665,electronics,0,2023,5
502423,39856,2023-05-18T00:00:00.000+02:00,576.392279,travel,0,2023,5
502425,26236,2023-05-29T00:00:00.000+02:00,147.3912245,travel,0,2023,5
502434,53550,2023-05-09T00:00:00.000+02:00,27.80096167,travel,0,2023,5
502456,37155,2023-05-05T00:00:00.000+02:00,795.0689825,gaming,0,2023,5
502457,18899,2023-05-12T00:00:00.000+02:00,90.69139472,fashion,0,2023,5
502462,20562,2023-05-31T00:00:00.000+02:00,514.0472038,electronics,0,2023,5
502471,13936,2023-05-19T00:00:00.000+02:00,380.0290053,travel,0,2023,5
502472,28619,2023-05-28T00:00:00.000+02:00,300.0668014,fashion,0,2023,5
502486,39730,2023-05-15T00:00:00.000+02:00,914.9424782,fashion,0,2023,5
502527,46447,2023-05-11T00:00:00.000+02:00,757.3628393,gaming,0,2023,5
502550,6852,2023-05-23T00:00:00.000+02:00,695.7901272,electronics,0,2023,5
502568,52500,2023-05-24T00:00:00.000+02:00,928.4753853,electronics,0,2023,5
502575,4275,2023-05-29T00:00:00.000+02:00,488.7896112,electronics,0,2023,5
502588,578,2023-05-21T00:00:00.000+02:00,212.1041159,electronics,0,2023,5
502614,52183,2023-05-05T00:00:00.000+02:00,139.9903492,fashion,0,2023,5
502634,51480,2023-05-18T00:00:00.000+02:00,11.54126063,travel,0,2023,5
502650,40718,2023-05-26T00:00:00.000+02:00,221.8890223,travel,0,2023,5
502676,26341,2023-05-12T00:00:00.000+02:00,812.9696664,fashion,0,2023,5
502678,35652,2023-05-20T00:00:00.000+02:00,236.855993,travel,0,2023,5
502745,48840,2023-05-28T00:00:00.000+02:00,708.4364759,electronics,0,2023,5
502751,45100,2023-05-12T00:00:00.000+02:00,347.4170801,groceries,0,2023,5
502753,1904,2023-05-12T00:00:00.000+02:00,75.32939343,groceries,0,2023,5
502783,16468,2023-05-09T00:00:00.000+02:00,406.7247291,travel,0,2023,5
502790,56326,2023-05-02T00:00:00.000+02:00,714.674064,electronics,0,2023,5
502804,35778,2023-05-20T00:00:00.000+02:00,644.0560925,electronics,0,2023,5
502813,45346,2023-05-18T00:00:00.000+02:00,873.4301656,travel,0,2023,5
502827,22305,2023-05-23T00:00:00.000+02:00,308.6367298,travel,0,2023,5
502835,23499,2023-05-11T00:00:00.000+02:00,187.7888435,gaming,0,2023,5
502841,17907,2023-05-15T00:00:00.000+02:00,823.6118122,gaming,0,2023,5
502843,1693,2023-05-22T00:00:00.000+02:00,775.0311416,fashion,0,2023,5
502847,41747,2023-05-20T00:00:00.000+02:00,862.2910467,electronics,0,2023,5
502861,17312,2023-05-26T00:00:00.000+02:00,239.04444,fashion,0,2023,5
502875,29870,2023-05-28T00:00:00.000+02:00,862.3314719,electronics,0,2023,5
502900,2847,2023-05-18T00:00:00.000+02:00,125.1696524,groceries,0,2023,5
502903,34246,2023-05-07T00:00:00.000+02:00,829.6144858,fashion,0,2023,5
502909,18984,2023-05-06T00:00:00.000+02:00,97.14385557,groceries,0,2023,5
502917,31261,2023-05-25T00:00:00.000+02:00,403.9299439,fashion,0,2023,5
502941,21391,2023-05-03T00:00:00.000+02:00,814.7767369,electronics,0,2023,5
502946,47552,2023-05-27T00:00:00.000+02:00,565.7568867,groceries,0,2023,5
502960,25829,2023-05-07T00:00:00.000+02:00,846.3445804,travel,0,2023,5
502961,27593,2023-05-19T00:00:00.000+02:00,23.3551989,fashion,0,2023,5
502963,39351,2023-05-09T00:00:00.000+02:00,388.2189868,fashion,0,2023,5
502965,21746,2023-05-30T00:00:00.000+02:00,999.6620873,fashion,0,2023,5
502977,13559,2023-05-29T00:00:00.000+02:00,274.1685756,gaming,0,2023,5
502984,29861,2023-05-12T00:00:00.000+02:00,548.7209558,groceries,0,2023,5
503023,59635,2023-05-04T00:00:00.000+02:00,90.45121535,travel,0,2023,5
503058,35497,2023-05-01T00:00:00.000+02:00,10.49198381,fashion,0,2023,5
503088,4624,2023-05-05T00:00:00.000+02:00,662.2567568,travel,0,2023,5
503110,50574,2023-05-06T00:00:00.000+02:00,220.7161793,fashion,0,2023,5
503131,57485,2023-05-08T00:00:00.000+02:00,719.2958193,fashion,0,2023,5
503143,56023,2023-05-21T00:00:00.000+02:00,294.9568055,fashion,0,2023,5
503148,14802,2023-05-30T00:00:00.000+02:00,943.2250048,fashion,0,2023,5
503167,46424,2023-05-02T00:00:00.000+02:00,245.8864753,groceries,0,2023,5
503194,11814,2023-05-18T00:00:00.000+02:00,69.42383738,gaming,0,2023,5
503207,6278,2023-05-02T00:00:00.000+02:00,513.7411019,electronics,0,2023,5
503221,5530,2023-05-30T00:00:00.000+02:00,867.684662,fashion,0,2023,5
503227,42982,2023-05-31T00:00:00.000+02:00,415.1110693,fashion,0,2023,5
503272,22527,2023-05-28T00:00:00.000+02:00,0.6122911298,fashion,0,2023,5
503340,9824,2023-05-15T00:00:00.000+02:00,813.240015,travel,0,2023,5
503349,4140,2023-05-02T00:00:00.000+02:00,731.5394537,groceries,0,2023,5
503358,19330,2023-05-14T00:00:00.000+02:00,258.2465867,fashion,0,2023,5
503359,52750,2023-05-22T00:00:00.000+02:00,98.97603819,electronics,0,2023,5
503367,18329,2023-05-17T00:00:00.000+02:00,832.3107555,travel,0,2023,5
503373,11925,2023-05-29T00:00:00.000+02:00,718.0694042,gaming,0,2023,5
503379,28701,2023-05-22T00:00:00.000+02:00,367.5406286,travel,0,2023,5
503403,46059,2023-05-15T00:00:00.000+02:00,115.1518136,electronics,0,2023,5
503407,17385,2023-05-10T00:00:00.000+02:00,406.9833078,travel,0,2023,5
503433,26780,2023-05-19T00:00:00.000+02:00,402.5687747,electronics,0,2023,5
503469,26761,2023-05-05T00:00:00.000+02:00,251.7481267,electronics,0,2023,5
503486,12756,2023-05-04T00:00:00.000+02:00,978.2327285,travel,0,2023,5
503522,53722,2023-05-30T00:00:00.000+02:00,323.6442975,fashion,0,2023,5
503554,56065,2023-05-26T00:00:00.000+02:00,801.9014167,fashion,0,2023,5
503558,29309,2023-05-06T00:00:00.000+02:00,537.5493224,fashion,0,2023,5
503560,12394,2023-05-22T00:00:00.000+02:00,94.90119064,travel,0,2023,5
503564,12161,2023-05-23T00:00:00.000+02:00,799.7064059,travel,0,2023,5
503566,42856,2023-05-07T00:00:00.000+02:00,596.7241642,groceries,0,2023,5
503569,44372,2023-05-16T00:00:00.000+02:00,917.0296323,groceries,0,2023,5
503586,51284,2023-05-24T00:00:00.000+02:00,417.355404,travel,0,2023,5
503610,30140,2023-05-07T00:00:00.000+02:00,953.1352307,fashion,0,2023,5
503633,53109,2023-05-11T00:00:00.000+02:00,574.0117661,fashion,0,2023,5
503643,23779,2023-05-26T00:00:00.000+02:00,51.69435495,groceries,0,2023,5
503654,35737,2023-05-21T00:00:00.000+02:00,520.253478,fashion,0,2023,5
503667,3969,2023-05-15T00:00:00.000+02:00,483.8565769,travel,0,2023,5
503687,18330,2023-05-12T00:00:00.000+02:00,871.4028578,fashion,0,2023,5
503711,40890,2023-05-18T00:00:00.000+02:00,871.663517,groceries,0,2023,5
503754,54455,2023-05-22T00:00:00.000+02:00,362.8291143,gaming,0,2023,5
503789,50753,2023-05-13T00:00:00.000+02:00,738.5824184,groceries,0,2023,5
503800,37338,2023-05-06T00:00:00.000+02:00,465.294526,fashion,0,2023,5
503805,34068,2023-05-07T00:00:00.000+02:00,818.5350344,electronics,0,2023,5
503815,35231,2023-05-20T00:00:00.000+02:00,284.7948711,gaming,0,2023,5
503832,44803,2023-05-11T00:00:00.000+02:00,915.8428685,electronics,0,2023,5
503842,8713,2023-05-27T00:00:00.000+02:00,568.5163451,electronics,0,2023,5
503855,52674,2023-05-07T00:00:00.000+02:00,614.4990577,gaming,0,2023,5
503873,40201,2023-05-14T00:00:00.000+02:00,66.83436644,electronics,0,2023,5
503875,32195,2023-05-09T00:00:00.000+02:00,301.0008663,electronics,0,2023,5
503877,54881,2023-05-20T00:00:00.000+02:00,669.2259636,electronics,0,2023,5
503897,30259,2023-05-05T00:00:00.000+02:00,660.3200165,travel,0,2023,5
503906,5387,2023-05-31T00:00:00.000+02:00,164.9124358,groceries,0,2023,5
503911,11239,2023-05-20T00:00:00.000+02:00,953.3981213,fashion,0,2023,5
503923,3586,2023-05-05T00:00:00.000+02:00,911.4971342,electronics,0,2023,5
503931,4962,2023-05-23T00:00:00.000+02:00,855.9247666,groceries,0,2023,5
503939,51842,2023-05-11T00:00:00.000+02:00,670.2901173,travel,0,2023,5
503949,21178,2023-05-09T00:00:00.000+02:00,460.8386007,travel,0,2023,5
503959,34693,2023-05-04T00:00:00.000+02:00,519.0569561,travel,0,2023,5
503972,39280,2023-05-28T00:00:00.000+02:00,651.0447988,fashion,0,2023,5
503973,28930,2023-05-04T00:00:00.000+02:00,210.9212938,gaming,0,2023,5
